chr,start,end,name,score,strand,gc,gc_bin,chrom,feature_id,feature_bin,feature_type_top,feature_types,gene_name,gene_id,transcript_ids,gene_type_top,transcript_type_top,gene_types,transcript_types,input_sum,clip_sum,enrichment_n,enrichment_l2or_min,enrichment_l2or_mean,enrichment_l2or_max,p_max,p_min,q_max,q_min,symbol,expression,unique_ID,tscript_start,tscript_end,tscript_length
chr14,59369935,59370033,4026797,0,+,0.316327,"(0.29,0.327]",chr14,418666,12,UTR3,UTR3:EXON_MRNA,DAAM1,ENSG00000100592.16,ENST00000360909.8,protein_coding,protein_coding,protein_coding,protein_coding,0,38,2,4.51518,5.11297,5.71076,0.0161751,1.26713e-06,0.0840674,0.000135636,DAAM1,up,DAAM1_4026797,59188667,59371403,182736
chr12,22687612,22687711,3573995,0,+,0.383838,"(0.382,0.41]",chr12,368373,28,UTR3,UTR3:EXON_MRNA,ETNK1,ENSG00000139163.16,ENST00000266517.9,protein_coding,protein_coding,protein_coding,protein_coding,1,42,2,4.54817,4.8144,5.08063,0.00115375,1.8489e-06,0.0334466,0.000174999,ETNK1,up,ETNK1_3573995,22625171,22690665,65494
chr2,88028076,88028173,832547,0,-,0.42268,"(0.41,0.442]",chr2,95271,3,CDS,CDS:EXON_MRNA,KRCC1,ENSG00000172086.9,ENST00000347055.4,protein_coding,protein_coding,protein_coding,protein_coding,0,25,2,4.57496,4.768685,4.96241,0.00544539,9.6095e-05,0.0569017,0.0024561,KRCC1,up,KRCC1_832547,88027205,88055783,28578
chr7,121351142,121351205,2523255,0,-,0.444444,"(0.442,0.48]",chr7,257114,1,CDS,CDS:EXON_MRNA,FAM3C,ENSG00000196937.11,ENST00000359943.8:ENST00000474082.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,2,44,2,4.08721,4.713565,5.33992,0.000211611,3.00664e-06,0.0176042,0.000242926,FAM3C,up,FAM3C_2523255,121348878,121396308,47430
chr11,128521994,128522073,3540365,0,-,0.443038,"(0.442,0.48]",chr11,364843,1,UTR5,UTR5:EXON_MRNA,ETS1,ENSG00000134954.14,ENST00000319397.7:ENST00000526145.6,protein_coding,protein_coding,protein_coding,protein_coding,3,51,2,3.90505,4.702325,5.4996,0.000100706,1.32678e-06,0.0137517,0.000138994,ETS1,up,ETS1_3540365,128458765,128522310,63545
chr7,129833175,129833273,2528138,0,-,0.265306,"[0,0.29]",chr7,257750,26,UTR3,UTR3:EXON_MRNA,UBE2H,ENSG00000186591.13,ENST00000355621.8,protein_coding,protein_coding,protein_coding,protein_coding,0,30,2,4.34778,4.667835,4.98789,0.0403961,0.000172612,0.114819,0.00368866,UBE2H,up,UBE2H_2528138,129830732,129952960,122228
chr12,62404275,62404375,3616651,0,+,0.37,"(0.354,0.382]",chr12,373400,1,CDS_STOP,CDS_STOP:CDS:EXON_MRNA,USP15,ENSG00000135655.16,ENST00000280377.10:ENST00000552346.1,protein_coding,protein_coding,protein_coding,protein_coding:protein_coding_CDS_not_defined,2,47,2,4.07986,4.57181,5.06376,0.00140204,1.63797e-06,0.0354794,0.000164134,USP15,up,USP15_3616651,62260404,62416389,155985
chr6,87261502,87261601,2002157,0,+,0.343434,"(0.327,0.354]",chr6,209489,70,CDS,CDS:UTR3:EXON_MRNA,ZNF292,ENSG00000188994.14,ENST00000369577.8:ENST00000339907.8:ENST00000466062.3,protein_coding,protein_coding,protein_coding,protein_coding,0,23,2,4.31271,4.5465800000000005,4.78045,0.0162664,0.000263187,0.0840674,0.00477378,ZNF292,up,ZNF292_2002157,87155565,87265943,110378
chr14,45246830,45246919,4116071,0,-,0.404494,"(0.382,0.41]",chr14,428533,2,CDS,CDS:EXON_MRNA,MIS18BP1,ENSG00000129534.14,ENST00000310806.9:ENST00000454990.5:ENST00000451174.1,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,0,22,2,4.20349,4.420295,4.6371,0.00525292,0.00312495,0.0560496,0.0238285,MIS18BP1,up,MIS18BP1_4116071,45203190,45253202,50012
chr2,68395912,68396008,594067,0,+,0.541667,"(0.52,0.582]",chr2,69683,2,UTR3,UTR3:EXON_MRNA,PLEK,ENSG00000115956.10,ENST00000234313.8,protein_coding,protein_coding,protein_coding,protein_coding,1,24,2,3.87871,4.336655,4.7946,0.00127104,0.000397907,0.0347305,0.00630502,PLEK,up,PLEK_594067,68365282,68397453,32171
chr3,69021008,69021106,1243470,0,-,0.418367,"(0.41,0.442]",chr3,136887,13,UTR3,UTR3:EXON_MRNA,TMF1,ENSG00000144747.17,ENST00000398559.7,protein_coding,protein_coding,protein_coding,protein_coding,0,18,2,4.25597,4.262029999999999,4.26809,0.0132557,0.00256935,0.0784296,0.0209931,TMF1,up,TMF1_1243470,69019827,69052333,32506
chrX,23987425,23987524,5575003,0,-,0.242424,"[0,0.29]",chrX,617166,27,UTR3,UTR3:EXON_MRNA:SS5_PROX:INTRON,KLHL15,ENSG00000174010.10,ENST00000685367.1:ENST00000692681.1,protein_coding,protein_coding,protein_coding,protein_coding,0,22,2,4.04346,4.23447,4.42548,0.0702659,0.00205661,0.14152,0.0184918,KLHL15,up,KLHL15_5575003,23983716,24025317,41601
chr9,129908889,129908944,3026580,0,-,0.363636,"(0.354,0.382]",chr9,306194,1,CDS,CDS:EXON_MRNA,FNBP1,ENSG00000187239.19,ENST00000446176.7:ENST00000699492.1:ENST00000703558.1:ENST00000449089.7:ENST00000703532.1:ENST00000703533.1:ENST00000478129.5,protein_coding,protein_coding,protein_coding,protein_coding:protein_coding_CDS_not_defined,0,18,2,4.10626,4.22519,4.34412,0.0242841,0.00182335,0.0973574,0.0168534,FNBP1,up,FNBP1_3026580,129887187,130043189,156002
chr13,97391547,97391646,3897696,0,+,0.343434,"(0.327,0.354]",chr13,406510,2,UTR3,UTR3:EXON_MRNA,MBNL2,ENSG00000139793.21,ENST00000343600.9:ENST00000469707.5:ENST00000449284.1,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,1,28,2,3.76457,4.13701,4.50945,0.00963263,0.00025436,0.0706334,0.004721,MBNL2,up,MBNL2_3897696,97222006,97394116,172110
chr17,39759809,39759909,4804783,0,-,0.35,"(0.327,0.354]",chr17,515029,22,UTR3,UTR3:EXON_MRNA,IKZF3,ENSG00000161405.18,ENST00000346872.8,protein_coding,protein_coding,protein_coding,protein_coding,2,40,2,2.70546,4.09144,5.47742,0.00517163,0.000343826,0.0328823,0.0213228,IKZF3,up,IKZF3_4804783,39757718,39864312,106594
chr12,105162748,105162845,3651676,0,+,0.350515,"(0.327,0.354]",chr12,377269,1,CDS,CDS:EXON_MRNA,WASHC4,ENSG00000136051.15,ENST00000332180.10:ENST00000620430.5:ENST00000551224.1:ENST00000550036.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,16,2,3.48054,4.057405,4.63427,0.0913958,0.000531217,0.157616,0.00760204,WASHC4,up,WASHC4_3651676,105107731,105169130,61399
chr4,70983535,70983634,1397222,0,+,0.30303,"(0.29,0.327]",chr4,152170,16,UTR3,UTR3:EXON_MRNA,MOB1B,ENSG00000173542.9,ENST00000309395.7,protein_coding,protein_coding,protein_coding,protein_coding,1,30,2,3.51182,4.055375,4.59893,0.0131085,0.000798954,0.0784296,0.0098375,MOB1B,up,MOB1B_1397222,70902369,70988168,85799
chr3,183680273,183680372,1119445,0,+,0.414141,"(0.41,0.442]",chr3,125824,11,UTR3,UTR3:EXON_MRNA,KLHL24,ENSG00000114796.16,ENST00000242810.11:ENST00000454652.6,protein_coding,protein_coding,protein_coding,protein_coding,1,25,2,3.33261,4.040505,4.7484,0.00310644,0.00255258,0.0473309,0.0209931,KLHL24,up,KLHL24_1119445,183635623,183684477,48854
chr2,202563106,202563205,701983,0,+,0.484848,"(0.48,0.52]",chr2,80518,33,UTR3,UTR3:EXON_MRNA,BMPR2,ENSG00000204217.16,ENST00000374580.10,protein_coding,protein_coding,protein_coding,protein_coding,0,13,2,3.97587,3.97823,3.98059,0.019521,0.00774451,0.0919966,0.0423865,BMPR2,up,BMPR2_701983,202376327,202567749,191422
chr2,24239725,24239824,764023,0,-,0.323232,"(0.29,0.327]",chr2,87806,9,UTR3,UTR3:EXON_MRNA:INTRON,ITSN2,ENSG00000198399.16,ENST00000361999.7:ENST00000406921.7:ENST00000416160.1,protein_coding,protein_coding,protein_coding,protein_coding,0,16,2,3.87448,3.89121,3.90794,0.0630349,0.00967255,0.137004,0.049316,ITSN2,up,ITSN2_764023,24202864,24360536,157672
chr3,179398748,179398846,1318039,0,-,0.346939,"(0.327,0.354]",chr3,143707,28,UTR3,UTR3:EXON_MRNA,GNB4,ENSG00000114450.11,ENST00000232564.8:ENST00000676128.1,protein_coding,protein_coding,protein_coding,protein_coding,2,31,2,2.83819,3.873375,4.90856,0.00294551,0.0028517,0.0455776,0.0230141,GNB4,up,GNB4_1318039,179396114,179451198,55084
chr4,185458413,185458509,1596908,0,-,0.3125,"(0.29,0.327]",chr4,170493,4,CDS,CDS:EXON_MRNA,CCDC110,ENSG00000168491.10,ENST00000307588.8:ENST00000510617.5,protein_coding,protein_coding,protein_coding,protein_coding,1,27,2,3.14704,3.872985,4.59893,0.0131085,0.00394711,0.0784296,0.0280924,CCDC110,up,CCDC110_1596908,185445182,185471733,26551
chr18,21574843,21574940,4948925,0,-,0.402062,"(0.382,0.41]",chr18,531669,1,UTR5,UTR5:EXON_MRNA,ESCO1,ENSG00000141446.12,ENST00000383276.2:ENST00000269214.10,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,1,27,2,2.44207,3.859125,5.27618,0.0399061,1.51383e-05,0.114819,0.000701299,ESCO1,up,ESCO1_4948925,21529284,21600704,71420
chr2,206307606,206307705,706315,0,+,0.343434,"(0.327,0.354]",chr2,80907,30,CDS,CDS:UTR3:EXON_MRNA,ZDBF2,ENSG00000204186.11,ENST00000374423.9:ENST00000649650.1:ENST00000649285.1:ENST00000649525.1,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,1,22,2,3.39822,3.800745,4.20327,0.0213269,0.00156376,0.0939121,0.0152713,ZDBF2,up,ZDBF2_706315,206274689,206314427,39738
chr7,129833077,129833175,2528137,0,-,0.27551,"[0,0.29]",chr7,257750,25,UTR3,UTR3:EXON_MRNA,UBE2H,ENSG00000186591.13,ENST00000355621.8,protein_coding,protein_coding,protein_coding,protein_coding,5,53,2,2.48829,3.743665,4.99904,0.00923679,0.000748536,0.0698257,0.00940019,UBE2H,up,UBE2H_2528137,129830732,129952960,122228
chr5,66012048,66012127,1634983,0,+,0.329114,"(0.327,0.354]",chr5,174057,1,CDS,CDS:EXON_MRNA,ERBIN,ENSG00000112851.16,ENST00000380943.6:ENST00000416865.6:ENST00000284037.10:ENST00000699009.1:ENST00000506030.6:ENST00000511297.5:ENST00000511671.6,protein_coding,protein_coding,protein_coding,protein_coding,1,21,2,3.39822,3.74153,4.08484,0.0281384,0.00156376,0.103609,0.0152713,ERBIN,up,ERBIN_1634983,65926575,66082546,155971
chr2,24248689,24248750,764116,0,-,0.442623,"(0.442,0.48]",chr2,87824,2,CDS,CDS:EXON_MRNA,ITSN2,ENSG00000198399.16,ENST00000361999.7:ENST00000406921.7:ENST00000416160.1,protein_coding,protein_coding,protein_coding,protein_coding,1,17,2,3.69963,3.734735,3.76984,0.0369671,0.000583729,0.11429,0.0081124,ITSN2,up,ITSN2_764116,24202864,24360536,157672
chr14,59368956,59369054,4026787,0,+,0.316327,"(0.29,0.327]",chr14,418666,2,UTR3,UTR3:EXON_MRNA,DAAM1,ENSG00000100592.16,ENST00000360909.8:ENST00000553307.5:ENST00000555651.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,24,2,3.00161,3.71394,4.42627,0.0200466,0.00686856,0.0919966,0.0394128,DAAM1,up,DAAM1_4026787,59188667,59371403,182736
chr1,198756674,198756773,202623,0,+,0.262626,"[0,0.29]",chr1,25193,6,UTR3,UTR3:EXON_MRNA,PTPRC,ENSG00000081237.22,ENST00000348564.12:ENST00000442510.8:ENST00000491302.2,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,27,2,2.55784,3.61583,4.67382,0.026798,0.0203229,0.0919966,0.0897606,PTPRC,up,PTPRC_202623,198639040,198757476,118436
chr1,51354944,51355041,335149,0,-,0.360825,"(0.354,0.382]",chr1,41494,8,UTR3,UTR3:EXON_MRNA,EPS15,ENSG00000085832.18,ENST00000371733.8:ENST00000493793.2:ENST00000706288.1:ENST00000706290.1,protein_coding,protein_coding,protein_coding,protein_coding:protein_coding_CDS_not_defined,2,23,2,2.78853,3.561425,4.33432,0.0137333,0.00391306,0.0789706,0.0280924,EPS15,up,EPS15_335149,51354283,51519247,164964
chr7,43624842,43624939,2278081,0,+,0.329897,"(0.327,0.354]",chr7,234810,1,UTR3,UTR3:EXON_MRNA,STK17A,ENSG00000164543.7,ENST00000648544.1:ENST00000319357.6:ENST00000474211.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:nonsense_mediated_decay,4,32,2,2.25405,3.54557,4.83709,0.00623489,0.00360252,0.0491718,0.0372571,STK17A,up,STK17A_2278081,43583108,43627379,44271
chr6,87255745,87255845,2002099,0,+,0.4,"(0.382,0.41]",chr6,209489,12,CDS,CDS:UTR3:EXON_MRNA,ZNF292,ENSG00000188994.14,ENST00000369577.8:ENST00000339907.8:ENST00000466062.3:ENST00000699989.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,25,2,2.8652,3.534345,4.20349,0.0125154,0.00312495,0.0780138,0.0238285,ZNF292,up,ZNF292_2002099,87155565,87265943,110378
chr2,68396104,68396201,594069,0,+,0.371134,"(0.354,0.382]",chr2,69683,4,UTR3,UTR3:EXON_MRNA,PLEK,ENSG00000115956.10,ENST00000234313.8,protein_coding,protein_coding,protein_coding,protein_coding,2,35,2,2.49344,3.4721,4.45076,0.0356516,3.44544e-06,0.113724,0.000259808,PLEK,up,PLEK_594069,68365282,68397453,32171
chr1,167705796,167705896,168269,0,+,0.47,"(0.442,0.48]",chr1,21878,12,UTR3,UTR3:EXON_MRNA,RCSD1,ENSG00000198771.11,ENST00000537350.5:ENST00000367854.8,protein_coding,protein_coding,protein_coding,protein_coding,1,14,2,3.13743,3.453635,3.76984,0.0369671,0.00673487,0.11429,0.0389585,RCSD1,up,RCSD1_168269,167630232,167708696,78464
chr17,60443353,60443451,4838371,0,-,0.295918,"(0.29,0.327]",chr17,520242,3,UTR3,UTR3:EXON_MRNA,APPBP2,ENSG00000062725.10,ENST00000083182.8,protein_coding,protein_coding,protein_coding,protein_coding,0,13,2,3.00098,3.43773,3.87448,0.0865335,0.0630349,0.181705,0.137004,APPBP2,up,APPBP2_4838371,60443158,60526242,83084
chr13,42300634,42300731,3868522,0,+,0.391753,"(0.382,0.41]",chr13,404249,14,CDS,CDS:EXON_MRNA,AKAP11,ENSG00000023516.9,ENST00000025301.4,protein_coding,protein_coding,protein_coding,protein_coding,1,17,2,2.61963,3.430445,4.24126,0.0290542,0.0161299,0.0955199,0.0840674,AKAP11,up,AKAP11_3868522,42272152,42323261,51109
chr17,67911261,67911357,4719579,0,+,0.375,"(0.354,0.382]",chr17,502874,5,CDS,CDS:EXON_MRNA,BPTF,ENSG00000171634.19,ENST00000306378.11:ENST00000582467.2:ENST00000544778.6:ENST00000424123.7,protein_coding,protein_coding,protein_coding,protein_coding,1,21,2,2.29656,3.41221,4.52786,0.0567131,0.000839656,0.132204,0.0100479,BPTF,up,BPTF_4719579,67825503,67984378,158875
chr13,97466535,97466635,3898050,0,+,0.27,"[0,0.29]",chr13,406525,22,UTR3,UTR3:EXON_MRNA,RAP2A,ENSG00000125249.7,ENST00000245304.5,protein_coding,protein_coding,protein_coding,protein_coding,2,51,2,2.86855,3.38321,3.89787,0.0187554,0.000101268,0.0895493,0.00253829,RAP2A,up,RAP2A_3898050,97434169,97469128,34959
chr5,132695362,132695460,1849688,0,-,0.571429,"(0.52,0.582]",chr5,194181,29,UTR3,UTR3:EXON_MRNA,KIF3A,ENSG00000131437.16,ENST00000378746.8,protein_coding,protein_coding,protein_coding,protein_coding,1,12,2,2.9204,3.383035,3.84567,0.0248441,0.0195403,0.0973574,0.0733734,KIF3A,up,KIF3A_1849688,132692628,132737638,45010
chr17,60443451,60443550,4838372,0,-,0.262626,"[0,0.29]",chr17,520242,4,UTR3,UTR3:EXON_MRNA,APPBP2,ENSG00000062725.10,ENST00000083182.8,protein_coding,protein_coding,protein_coding,protein_coding,1,21,2,2.377,3.31515,4.2533,0.0483926,0.0434188,0.124289,0.119218,APPBP2,up,APPBP2_4838372,60443158,60526242,83084
chr1,180013846,180013940,189284,0,+,0.43617,"(0.41,0.442]",chr1,23729,1,CDS,CDS:UTR3:EXON_MRNA,CEP350,ENSG00000135837.18,ENST00000706238.1:ENST00000367607.8:ENST00000706263.1:ENST00000706239.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:nonsense_mediated_decay,2,16,2,2.4707,3.17425,3.8778,0.0344271,0.0152398,0.11065,0.0668892,CEP350,up,CEP350_189284,179954810,180114875,160065
chr1,145993378,145993472,407722,0,-,0.393617,"(0.382,0.41]",chr1,49487,11,UTR3,UTR3:EXON_MRNA,TXNIP,ENSG00000265972.6,ENST00000582401.6,protein_coding,protein_coding,protein_coding,protein_coding,5,49,2,2.64966,3.166275,3.68289,0.00112943,0.000610896,0.0262741,0.012486,TXNIP,up,TXNIP_407722,145992435,145996579,4144
chr1,84236203,84236302,99703,0,+,0.242424,"[0,0.29]",chr1,12486,10,UTR3,UTR3:EXON_MRNA,PRKACB,ENSG00000142875.21,ENST00000370685.7,protein_coding,protein_coding,protein_coding,protein_coding,2,41,2,2.43424,3.09558,3.75692,0.0521618,0.00021948,0.12911,0.00421885,PRKACB,up,PRKACB_99703,84078062,84238498,160436
chr11,102396721,102396818,3515645,0,-,0.319588,"(0.29,0.327]",chr11,362519,5,UTR3,UTR3:EXON_MRNA,TMEM123,ENSG00000152558.15,ENST00000361236.7:ENST00000398136.7,protein_coding,protein_coding,protein_coding,protein_coding,5,58,2,2.94826,3.09528,3.2423,0.00488176,0.00012598,0.0545893,0.00295882,TMEM123,up,TMEM123_3515645,102396332,102452839,56507
chr15,52609236,52609331,4332507,0,-,0.336842,"(0.327,0.354]",chr15,452585,8,CDS,CDS:EXON_MRNA,ATOSA,ENSG00000047346.13,ENST00000534964.6:ENST00000261844.11:ENST00000546305.6,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,1,17,2,2.00976,3.04391,4.07806,0.103066,0.00501929,0.1674,0.0322388,ATOSA,up,ATOSA_4332507,52581321,52679388,98067
chr3,41225793,41225861,1002973,0,+,0.367647,"(0.354,0.382]",chr3,113768,3,CDS,CDS:EXON_MRNA,CTNNB1,ENSG00000168036.19,ENST00000396185.8:ENST00000396183.7:ENST00000645982.1:ENST00000715149.1:ENST00000349496.11:ENST00000646725.1:ENST00000645320.1,protein_coding,protein_coding,protein_coding,protein_coding,1,13,2,2.22807,3.03166,3.83525,0.0731274,0.0441447,0.161955,0.120382,CTNNB1,up,CTNNB1_1002973,41220551,41239888,19337
chr21,37514520,37514619,5304891,0,+,0.30303,"(0.29,0.327]",chr21,586359,21,UTR3,UTR3:EXON_MRNA,DYRK1A,ENSG00000157540.22,ENST00000647188.2:ENST00000647504.1,protein_coding,protein_coding,protein_coding,protein_coding,1,13,2,2.2051,2.891015,3.57693,0.103566,0.069141,0.1674,0.156996,DYRK1A,up,DYRK1A_5304891,37418905,37526358,107453
chr8,102204893,102204991,2750687,0,-,0.316327,"(0.29,0.327]",chr8,278481,5,UTR3,UTR3:EXON_MRNA,RRM2B,ENSG00000048392.13,ENST00000251810.8,protein_coding,protein_coding,protein_coding,protein_coding,3,19,2,1.81736,2.84592,3.87448,0.0630349,0.0434023,0.137004,0.119218,RRM2B,up,RRM2B_2750687,102204502,102238961,34459
chr6,63698448,63698526,1983856,0,+,0.384615,"(0.382,0.41]",chr6,208222,1,CDS,CDS:EXON_MRNA,PHF3,ENSG00000118482.12,ENST00000262043.8:ENST00000393387.5,protein_coding,protein_coding,protein_coding,protein_coding,2,21,2,1.98276,2.844135,3.70551,0.106485,0.000408474,0.170868,0.0064217,PHF3,up,PHF3_1983856,63635802,63726011,90209
chr6,139180502,139180602,2027980,0,+,0.38,"(0.354,0.382]",chr6,211877,35,UTR3,UTR3:EXON_MRNA,HECA,ENSG00000112406.5,ENST00000367658.3,protein_coding,protein_coding,protein_coding,protein_coding,3,15,2,2.01539,2.75833,3.50127,0.0827335,0.0286269,0.151315,0.0950817,HECA,up,HECA_2027980,139135080,139180802,45722
chr17,62052536,62052620,4842859,0,-,0.297619,"(0.29,0.327]",chr17,520734,1,CDS,CDS:EXON_MRNA,MED13,ENSG00000108510.10,ENST00000397786.7,protein_coding,protein_coding,protein_coding,protein_coding,3,33,2,2.58345,2.692445,2.80144,0.0324112,0.00287708,0.109278,0.0228297,MED13,up,MED13_4842859,61942605,62065278,122673
chr16,50749798,50749878,4458534,0,+,0.4,"(0.382,0.41]",chr16,469373,1,CDS,CDS:EXON_MRNA,CYLD,ENSG00000083799.18,ENST00000569418.5:ENST00000427738.8,protein_coding,protein_coding,protein_coding,protein_coding,1,13,2,1.98276,2.631255,3.27975,0.106485,0.0468217,0.170868,0.124039,CYLD,up,CYLD_4458534,50742086,50801935,59849
chr11,108161649,108161746,3522743,0,-,0.412371,"(0.41,0.442]",chr11,362905,9,CDS,CDS:EXON_MRNA,NPAT,ENSG00000149308.18,ENST00000850623.1:ENST00000278612.9:ENST00000530859.1:ENST00000527296.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,3,22,2,2.4707,2.538385,2.60607,0.0256177,0.0152398,0.09833,0.0668892,NPAT,up,NPAT_3522743,108157215,108222638,65423
chr1,27415984,27416043,295674,0,-,0.457627,"(0.442,0.48]",chr1,37000,1,CDS,CDS:EXON_MRNA,WASF2,ENSG00000158195.11,ENST00000618852.5:ENST00000536657.1,protein_coding,protein_coding,protein_coding,protein_coding,3,18,2,2.30333,2.493685,2.68404,0.0530286,0.00862272,0.129297,0.0468151,WASF2,up,WASF2_295674,27404230,27490167,85937
chr7,121350262,121350361,2523246,0,-,0.30303,"(0.29,0.327]",chr7,257109,15,UTR3,UTR3:EXON_MRNA,FAM3C,ENSG00000196937.11,ENST00000359943.8,protein_coding,protein_coding,protein_coding,protein_coding,2,22,2,2.09053,2.46519,2.83985,0.0937248,0.0120768,0.160384,0.0546082,FAM3C,up,FAM3C_2523246,121348878,121396308,47430
chr6,119179237,119179333,2189949,0,-,0.322917,"(0.29,0.327]",chr6,227010,22,UTR3,UTR3:EXON_MRNA,MAN1A1,ENSG00000111885.7,ENST00000368468.4,protein_coding,protein_coding,protein_coding,protein_coding,5,35,2,2.35794,2.39302,2.4281,0.0545959,0.0023038,0.129297,0.0198241,MAN1A1,up,MAN1A1_2189949,119177205,119349761,172556
chr13,40560193,40560288,3929067,0,-,0.494737,"(0.48,0.52]",chr13,409809,7,CDS,CDS:EXON_MRNA,FOXO1,ENSG00000150907.10,ENST00000379561.6,protein_coding,protein_coding,protein_coding,protein_coding,2,12,2,1.98166,2.358425,2.73519,0.10307,0.0282173,0.1674,0.0938226,FOXO1,up,FOXO1_3929067,40555667,40666641,110974
chr9,105389954,105390054,2888716,0,+,0.43,"(0.41,0.442]",chr9,290172,10,UTR3,UTR3:EXON_MRNA:INTRON,SLC44A1,ENSG00000070214.17,ENST00000374724.1:ENST00000374720.8:ENST00000699289.1,protein_coding,protein_coding,protein_coding,protein_coding,5,23,2,2.15867,2.28379,2.40891,0.042431,0.0114984,0.119544,0.0524454,SLC44A1,up,SLC44A1_2888716,105244651,105397346,152695
chr13,97464741,97464840,3898032,0,+,0.272727,"[0,0.29]",chr13,406525,4,UTR3,UTR3:EXON_MRNA,RAP2A,ENSG00000125249.7,ENST00000245304.5,protein_coding,protein_coding,protein_coding,protein_coding,4,38,2,1.77859,2.249585,2.72058,0.0437694,0.0272023,0.120134,0.103483,RAP2A,up,RAP2A_3898032,97434169,97469128,34959
chr3,179396875,179396974,1318020,0,-,0.292929,"(0.29,0.327]",chr3,143707,9,UTR3,UTR3:EXON_MRNA,GNB4,ENSG00000114450.11,ENST00000232564.8:ENST00000676128.1,protein_coding,protein_coding,protein_coding,protein_coding,5,37,2,1.8776,2.202735,2.52787,0.0618849,0.00320643,0.137004,0.0242334,GNB4,up,GNB4_1318020,179396114,179451198,55084
chr3,179234264,179234364,1113990,0,+,0.38,"(0.354,0.382]",chr3,125034,1,CDS_STOP,CDS_STOP:CDS:UTR3:EXON_MRNA,PIK3CA,ENSG00000121879.6,ENST00000263967.4:ENST00000643187.1:ENST00000675467.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,5,18,2,1.66499,1.802165,1.93934,0.116014,0.0525906,0.184332,0.137351,PIK3CA,up,PIK3CA_1113990,179148357,179240093,91736
chr10,59791823,59791923,3225082,0,-,0.38,"(0.354,0.382]",chr10,325135,32,UTR3,UTR3:EXON_MRNA,CCDC6,ENSG00000108091.11,ENST00000263102.7:ENST00000491922.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,5,17,2,1.48125,1.710295,1.93934,0.116014,0.085236,0.184332,0.181705,CCDC6,up,CCDC6_3225082,59788747,59906556,117809
